SAMPLE_NAME	JC2084_S48_R1_001
GSP2_36_RAW_FRAGMENT_PVAL	9.44983977232e-39
GSP2_36_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_36_RAW_MEAN_FRAGMENT_LENGTH	71.63
GSP2_36_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_37_RAW_FRAGMENT_PVAL	1.32575888882
GSP2_37_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_37_RAW_MEAN_FRAGMENT_LENGTH	85.59
GSP2_37_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_38_RAW_FRAGMENT_PVAL	5.89259648352e-25
GSP2_38_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_38_RAW_MEAN_FRAGMENT_LENGTH	95.64
GSP2_38_RAW_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_39_RAW_FRAGMENT_PVAL	6.50010627896e-05
GSP2_39_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_39_RAW_MEAN_FRAGMENT_LENGTH	80.39
GSP2_39_RAW_MEDIAN_FRAGMENT_LENGTH	71.0
GSP2_40_RAW_FRAGMENT_PVAL	0.217055860428
GSP2_40_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_40_RAW_MEAN_FRAGMENT_LENGTH	86.14
GSP2_40_RAW_MEDIAN_FRAGMENT_LENGTH	78.0
GSP2_41_RAW_FRAGMENT_PVAL	0.712247593604
GSP2_41_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_41_RAW_MEAN_FRAGMENT_LENGTH	81.04
GSP2_41_RAW_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_42_RAW_FRAGMENT_PVAL	9.0357005829e-94
GSP2_42_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_42_RAW_MEAN_FRAGMENT_LENGTH	95.98
GSP2_42_RAW_MEDIAN_FRAGMENT_LENGTH	86.0
GSP2_43_RAW_FRAGMENT_PVAL	1.14281112168e-11
GSP2_43_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_43_RAW_MEAN_FRAGMENT_LENGTH	86.79
GSP2_43_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_44_RAW_FRAGMENT_PVAL	4.33938165812e-44
GSP2_44_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_44_RAW_MEAN_FRAGMENT_LENGTH	76.81
GSP2_44_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_45_RAW_FRAGMENT_PVAL	1.53592231917e-05
GSP2_45_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_45_RAW_MEAN_FRAGMENT_LENGTH	88.83
GSP2_45_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_46_RAW_FRAGMENT_PVAL	0.000398603229839
GSP2_46_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_46_RAW_MEAN_FRAGMENT_LENGTH	87.61
GSP2_46_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_47_RAW_FRAGMENT_PVAL	1.79165271229e-92
GSP2_47_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_47_RAW_MEAN_FRAGMENT_LENGTH	66.58
GSP2_47_RAW_MEDIAN_FRAGMENT_LENGTH	59.0
GSP2_48_RAW_FRAGMENT_PVAL	3.14142245306e-14
GSP2_48_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_48_RAW_MEAN_FRAGMENT_LENGTH	91.29
GSP2_48_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_49_RAW_FRAGMENT_PVAL	0.108024995427
GSP2_49_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_49_RAW_MEAN_FRAGMENT_LENGTH	86.32
GSP2_49_RAW_MEDIAN_FRAGMENT_LENGTH	78.0
GSP2_50_RAW_FRAGMENT_PVAL	7.11853829226e-09
GSP2_50_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_50_RAW_MEAN_FRAGMENT_LENGTH	96.3
GSP2_50_RAW_MEDIAN_FRAGMENT_LENGTH	74.0
GSP2_51_RAW_FRAGMENT_PVAL	2.48191506313e-08
GSP2_51_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_51_RAW_MEAN_FRAGMENT_LENGTH	76.87
GSP2_51_RAW_MEDIAN_FRAGMENT_LENGTH	64.0
GSP2_52_RAW_FRAGMENT_PVAL	1.47474502318e-17
GSP2_52_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_52_RAW_MEAN_FRAGMENT_LENGTH	78.89
GSP2_52_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_53_RAW_FRAGMENT_PVAL	0.452650051046
GSP2_53_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_53_RAW_MEAN_FRAGMENT_LENGTH	87.34
GSP2_53_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_54_RAW_FRAGMENT_PVAL	2.64488853543e-06
GSP2_54_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_54_RAW_MEAN_FRAGMENT_LENGTH	80.91
GSP2_54_RAW_MEDIAN_FRAGMENT_LENGTH	65.0
GSP2_55_RAW_FRAGMENT_PVAL	3.00479158761e-154
GSP2_55_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_55_RAW_MEAN_FRAGMENT_LENGTH	69.29
GSP2_55_RAW_MEDIAN_FRAGMENT_LENGTH	60.0
GSP2_56_RAW_FRAGMENT_PVAL	8.0740502112e-18
GSP2_56_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_56_RAW_MEAN_FRAGMENT_LENGTH	90.17
GSP2_56_RAW_MEDIAN_FRAGMENT_LENGTH	88.0
GSP2_57_RAW_FRAGMENT_PVAL	5.64430924297e-98
GSP2_57_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_57_RAW_MEAN_FRAGMENT_LENGTH	98.14
GSP2_57_RAW_MEDIAN_FRAGMENT_LENGTH	89.0
GSP2_58_RAW_FRAGMENT_PVAL	3.11032134463e-86
GSP2_58_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_58_RAW_MEAN_FRAGMENT_LENGTH	111.34
GSP2_58_RAW_MEDIAN_FRAGMENT_LENGTH	103.0
GSP2_59_RAW_FRAGMENT_PVAL	1.45078575406e-58
GSP2_59_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_59_RAW_MEAN_FRAGMENT_LENGTH	75.02
GSP2_59_RAW_MEDIAN_FRAGMENT_LENGTH	63.0
GSP2_60_RAW_FRAGMENT_PVAL	1.13555058674
GSP2_60_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_60_RAW_MEAN_FRAGMENT_LENGTH	85.66
GSP2_60_RAW_MEDIAN_FRAGMENT_LENGTH	76.0
GSP2_61_RAW_FRAGMENT_PVAL	1.95154349636e-28
GSP2_61_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_61_RAW_MEAN_FRAGMENT_LENGTH	76.71
GSP2_61_RAW_MEDIAN_FRAGMENT_LENGTH	66.0
GSP2_62_RAW_FRAGMENT_PVAL	5.70343028237e-52
GSP2_62_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_62_RAW_MEAN_FRAGMENT_LENGTH	76.22
GSP2_62_RAW_MEDIAN_FRAGMENT_LENGTH	67.0
GSP2_63_RAW_FRAGMENT_PVAL	3.1281856864e-06
GSP2_63_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_63_RAW_MEAN_FRAGMENT_LENGTH	81.49
GSP2_63_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_64_RAW_FRAGMENT_PVAL	0.0337585988728
GSP2_64_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_64_RAW_MEAN_FRAGMENT_LENGTH	93.25
GSP2_64_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_65_RAW_FRAGMENT_PVAL	5.40946236231e-06
GSP2_65_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_65_RAW_MEAN_FRAGMENT_LENGTH	76.57
GSP2_65_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_66_RAW_FRAGMENT_PVAL	4.18249206328e-05
GSP2_66_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_66_RAW_MEAN_FRAGMENT_LENGTH	91.44
GSP2_66_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_67_RAW_FRAGMENT_PVAL	6.88273978143e-258
GSP2_67_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_67_RAW_MEAN_FRAGMENT_LENGTH	103.92
GSP2_67_RAW_MEDIAN_FRAGMENT_LENGTH	94.0
GSP2_68_RAW_FRAGMENT_PVAL	1.49010599242e-14
GSP2_68_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_68_RAW_MEAN_FRAGMENT_LENGTH	91.33
GSP2_68_RAW_MEDIAN_FRAGMENT_LENGTH	69.0
GSP2_69_RAW_FRAGMENT_PVAL	1.11172022092e-14
GSP2_69_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_69_RAW_MEAN_FRAGMENT_LENGTH	77.79
GSP2_69_RAW_MEDIAN_FRAGMENT_LENGTH	71.0
GSP2_70_RAW_FRAGMENT_PVAL	1.49782707156e-25
GSP2_70_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_70_RAW_MEAN_FRAGMENT_LENGTH	77.34
GSP2_70_RAW_MEDIAN_FRAGMENT_LENGTH	67.0
GSP2_71_RAW_FRAGMENT_PVAL	8.75209173936e-35
GSP2_71_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_71_RAW_MEAN_FRAGMENT_LENGTH	76.98
GSP2_71_RAW_MEDIAN_FRAGMENT_LENGTH	64.0
GSP2_72_RAW_FRAGMENT_PVAL	0.09658049471
GSP2_72_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_72_RAW_MEAN_FRAGMENT_LENGTH	81.49
GSP2_72_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_73_RAW_FRAGMENT_PVAL	4.55025086129e-33
GSP2_73_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_73_RAW_MEAN_FRAGMENT_LENGTH	92.62
GSP2_73_RAW_MEDIAN_FRAGMENT_LENGTH	88.0
GSP2_74_RAW_FRAGMENT_PVAL	1.11103285235
GSP2_74_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_74_RAW_MEAN_FRAGMENT_LENGTH	90.45
GSP2_74_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_75_RAW_FRAGMENT_PVAL	2.72209252236e-06
GSP2_75_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_75_RAW_MEAN_FRAGMENT_LENGTH	92.18
GSP2_75_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_76_RAW_FRAGMENT_PVAL	0.770721241008
GSP2_76_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_76_RAW_MEAN_FRAGMENT_LENGTH	85.83
GSP2_76_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_77_RAW_FRAGMENT_PVAL	1.67669862379
GSP2_77_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_77_RAW_MEAN_FRAGMENT_LENGTH	85.91
GSP2_77_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_78_RAW_FRAGMENT_PVAL	0.0137735285146
GSP2_78_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_78_RAW_MEAN_FRAGMENT_LENGTH	81.96
GSP2_78_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_79_RAW_FRAGMENT_PVAL	1.11439957534e-14
GSP2_79_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_79_RAW_MEAN_FRAGMENT_LENGTH	90.33
GSP2_79_RAW_MEDIAN_FRAGMENT_LENGTH	90.0
GSP2_80_RAW_FRAGMENT_PVAL	3.87510017556e-19
GSP2_80_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_80_RAW_MEAN_FRAGMENT_LENGTH	82.43
GSP2_80_RAW_MEDIAN_FRAGMENT_LENGTH	68.0
GSP2_81_RAW_FRAGMENT_PVAL	8.87409667006e-26
GSP2_81_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_81_RAW_MEAN_FRAGMENT_LENGTH	88.31
GSP2_81_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_82_RAW_FRAGMENT_PVAL	4.66335578162e-40
GSP2_82_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_82_RAW_MEAN_FRAGMENT_LENGTH	93.4
GSP2_82_RAW_MEDIAN_FRAGMENT_LENGTH	89.0
GSP2_83_RAW_FRAGMENT_PVAL	1.74589881482e-90
GSP2_83_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_83_RAW_MEAN_FRAGMENT_LENGTH	109.98
GSP2_83_RAW_MEDIAN_FRAGMENT_LENGTH	91.0
GSP2_84_RAW_FRAGMENT_PVAL	1.58266298936e-26
GSP2_84_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_84_RAW_MEAN_FRAGMENT_LENGTH	92.23
GSP2_84_RAW_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_85_RAW_FRAGMENT_PVAL	1.36053219058e-17
GSP2_85_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_85_RAW_MEAN_FRAGMENT_LENGTH	88.77
GSP2_85_RAW_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_86_RAW_FRAGMENT_PVAL	2.03800866172e-53
GSP2_86_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_86_RAW_MEAN_FRAGMENT_LENGTH	76.5
GSP2_86_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_87_RAW_FRAGMENT_PVAL	7.03519095501e-08
GSP2_87_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_87_RAW_MEAN_FRAGMENT_LENGTH	90.34
GSP2_87_RAW_MEDIAN_FRAGMENT_LENGTH	78.0
GSP2_88_RAW_FRAGMENT_PVAL	0.116155864428
GSP2_88_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_88_RAW_MEAN_FRAGMENT_LENGTH	87.79
GSP2_88_RAW_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_89_RAW_FRAGMENT_PVAL	1.45099317831e-07
GSP2_89_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_89_RAW_MEAN_FRAGMENT_LENGTH	81.02
GSP2_89_RAW_MEDIAN_FRAGMENT_LENGTH	70.0
GSP2_90_RAW_FRAGMENT_PVAL	0.207982967045
GSP2_90_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_90_RAW_MEAN_FRAGMENT_LENGTH	81.44
GSP2_90_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_91_RAW_FRAGMENT_PVAL	1.27275181593e-76
GSP2_91_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_91_RAW_MEAN_FRAGMENT_LENGTH	71.86
GSP2_91_RAW_MEDIAN_FRAGMENT_LENGTH	63.0
GSP2_92_RAW_FRAGMENT_PVAL	0.314623993911
GSP2_92_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_92_RAW_MEAN_FRAGMENT_LENGTH	87.87
GSP2_92_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_93_RAW_FRAGMENT_PVAL	1.30493918972e-91
GSP2_93_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_93_RAW_MEAN_FRAGMENT_LENGTH	77.88
GSP2_93_RAW_MEDIAN_FRAGMENT_LENGTH	64.0
GSP2_94_RAW_FRAGMENT_PVAL	1.83766126492
GSP2_94_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_94_RAW_MEAN_FRAGMENT_LENGTH	86.36
GSP2_94_RAW_MEDIAN_FRAGMENT_LENGTH	74.0
GSP2_95_RAW_FRAGMENT_PVAL	0.527866568681
GSP2_95_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_95_RAW_MEAN_FRAGMENT_LENGTH	82.84
GSP2_95_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_96_RAW_FRAGMENT_PVAL	2.05689266646e-06
GSP2_96_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_96_RAW_MEAN_FRAGMENT_LENGTH	81.92
GSP2_96_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_97_RAW_FRAGMENT_PVAL	9.12286039557e-17
GSP2_97_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_97_RAW_MEAN_FRAGMENT_LENGTH	85.87
GSP2_97_RAW_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_98_RAW_FRAGMENT_PVAL	6.59211483683e-06
GSP2_98_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_98_RAW_MEAN_FRAGMENT_LENGTH	88.92
GSP2_98_RAW_MEDIAN_FRAGMENT_LENGTH	77.0
GSP2_99_RAW_FRAGMENT_PVAL	7.49976240323e-13
GSP2_99_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_99_RAW_MEAN_FRAGMENT_LENGTH	92.23
GSP2_99_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_100_RAW_FRAGMENT_PVAL	8.13609653805e-21
GSP2_100_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_100_RAW_MEAN_FRAGMENT_LENGTH	90.41
GSP2_100_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_101_RAW_FRAGMENT_PVAL	1.97895770493e-15
GSP2_101_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_101_RAW_MEAN_FRAGMENT_LENGTH	90.21
GSP2_101_RAW_MEDIAN_FRAGMENT_LENGTH	84.0
GSP2_102_RAW_FRAGMENT_PVAL	7.20432913912e-21
GSP2_102_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_102_RAW_MEAN_FRAGMENT_LENGTH	88.17
GSP2_102_RAW_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_103_RAW_FRAGMENT_PVAL	6.89749465676e-35
GSP2_103_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_103_RAW_MEAN_FRAGMENT_LENGTH	89.3
GSP2_103_RAW_MEDIAN_FRAGMENT_LENGTH	82.0
GSP2_104_RAW_FRAGMENT_PVAL	1.09000409113
GSP2_104_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_104_RAW_MEAN_FRAGMENT_LENGTH	86.03
GSP2_104_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_105_RAW_FRAGMENT_PVAL	0.664998506981
GSP2_105_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_105_RAW_MEAN_FRAGMENT_LENGTH	88.62
GSP2_105_RAW_MEDIAN_FRAGMENT_LENGTH	71.0
GSP2_106_RAW_FRAGMENT_PVAL	3.52112204946e-99
GSP2_106_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_106_RAW_MEAN_FRAGMENT_LENGTH	102.84
GSP2_106_RAW_MEDIAN_FRAGMENT_LENGTH	92.0
GSP2_107_RAW_FRAGMENT_PVAL	1.95016041643
GSP2_107_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_107_RAW_MEAN_FRAGMENT_LENGTH	82.86
GSP2_107_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_108_RAW_FRAGMENT_PVAL	2.24888309146e-40
GSP2_108_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_108_RAW_MEAN_FRAGMENT_LENGTH	95.31
GSP2_108_RAW_MEDIAN_FRAGMENT_LENGTH	96.0
GSP2_109_RAW_FRAGMENT_PVAL	3.00623138332e-05
GSP2_109_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_109_RAW_MEAN_FRAGMENT_LENGTH	79.97
GSP2_109_RAW_MEDIAN_FRAGMENT_LENGTH	73.0
GSP2_110_RAW_FRAGMENT_PVAL	1.88523532799e-07
GSP2_110_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_110_RAW_MEAN_FRAGMENT_LENGTH	88.11
GSP2_110_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_111_RAW_FRAGMENT_PVAL	3.50585732387e-05
GSP2_111_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_111_RAW_MEAN_FRAGMENT_LENGTH	82.06
GSP2_111_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_112_RAW_FRAGMENT_PVAL	0.000377770645028
GSP2_112_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_112_RAW_MEAN_FRAGMENT_LENGTH	78.91
GSP2_112_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_113_RAW_FRAGMENT_PVAL	1.16668122503e-59
GSP2_113_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_113_RAW_MEAN_FRAGMENT_LENGTH	99.71
GSP2_113_RAW_MEDIAN_FRAGMENT_LENGTH	88.0
GSP2_114_RAW_FRAGMENT_PVAL	0.0309647659552
GSP2_114_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_114_RAW_MEAN_FRAGMENT_LENGTH	86.52
GSP2_114_RAW_MEDIAN_FRAGMENT_LENGTH	84.0
GSP2_115_RAW_FRAGMENT_PVAL	3.45304761764e-103
GSP2_115_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_115_RAW_MEAN_FRAGMENT_LENGTH	73.4
GSP2_115_RAW_MEDIAN_FRAGMENT_LENGTH	64.0
GSP2_116_RAW_FRAGMENT_PVAL	NA
GSP2_116_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	NA
GSP2_116_RAW_MEAN_FRAGMENT_LENGTH	0.0
GSP2_116_RAW_MEDIAN_FRAGMENT_LENGTH	0.0
GSP2_117_RAW_FRAGMENT_PVAL	NA
GSP2_117_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	NA
GSP2_117_RAW_MEAN_FRAGMENT_LENGTH	0.0
GSP2_117_RAW_MEDIAN_FRAGMENT_LENGTH	0.0
GSP2_118_RAW_FRAGMENT_PVAL	0.000244216407291
GSP2_118_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_118_RAW_MEAN_FRAGMENT_LENGTH	90.72
GSP2_118_RAW_MEDIAN_FRAGMENT_LENGTH	83.0
GSP2_119_RAW_FRAGMENT_PVAL	9.02758471515e-13
GSP2_119_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_119_RAW_MEAN_FRAGMENT_LENGTH	90.84
GSP2_119_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_120_RAW_FRAGMENT_PVAL	1.39877091618
GSP2_120_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_120_RAW_MEAN_FRAGMENT_LENGTH	80.82
GSP2_120_RAW_MEDIAN_FRAGMENT_LENGTH	79.0
GSP2_121_RAW_FRAGMENT_PVAL	0.00684368589414
GSP2_121_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_121_RAW_MEAN_FRAGMENT_LENGTH	94.22
GSP2_121_RAW_MEDIAN_FRAGMENT_LENGTH	85.0
GSP2_122_RAW_FRAGMENT_PVAL	0.0141265493938
GSP2_122_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_122_RAW_MEAN_FRAGMENT_LENGTH	87.86
GSP2_122_RAW_MEDIAN_FRAGMENT_LENGTH	75.0
GSP2_123_RAW_FRAGMENT_PVAL	0.0391949985623
GSP2_123_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_123_RAW_MEAN_FRAGMENT_LENGTH	84.9
GSP2_123_RAW_MEDIAN_FRAGMENT_LENGTH	72.0
GSP2_124_RAW_FRAGMENT_PVAL	9.55647947015e-10
GSP2_124_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_124_RAW_MEAN_FRAGMENT_LENGTH	79.45
GSP2_124_RAW_MEDIAN_FRAGMENT_LENGTH	69.5
GSP2_125_RAW_FRAGMENT_PVAL	5.10293202787e-23
GSP2_125_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_125_RAW_MEAN_FRAGMENT_LENGTH	90.37
GSP2_125_RAW_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_126_RAW_FRAGMENT_PVAL	9.39499437484e-59
GSP2_126_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_126_RAW_MEAN_FRAGMENT_LENGTH	98.65
GSP2_126_RAW_MEDIAN_FRAGMENT_LENGTH	94.0
GSP2_127_RAW_FRAGMENT_PVAL	3.93029285421e-19
GSP2_127_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_127_RAW_MEAN_FRAGMENT_LENGTH	91.67
GSP2_127_RAW_MEDIAN_FRAGMENT_LENGTH	81.0
GSP2_128_RAW_FRAGMENT_PVAL	0.000580187626812
GSP2_128_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	False
GSP2_128_RAW_MEAN_FRAGMENT_LENGTH	88.7
GSP2_128_RAW_MEDIAN_FRAGMENT_LENGTH	74.0
GSP2_129_RAW_FRAGMENT_PVAL	4.71505823981e-25
GSP2_129_RAW_FRAGMENT_MEDIAN_IS_LARGER_THAN_TOTAL	True
GSP2_129_RAW_MEAN_FRAGMENT_LENGTH	90.99
